Title,Artist,ReleaseDate,Info,MetaScore,UserScore,Cover
Miss E... So Addictive,Missy Elliott,"May 15, 2001","This is the third album for Missy ""Misdemeanor"" Elliott, and it again features the acclaimed production work of Timbaland. Guests include Busta Rhymes, Redman, Method Man, Ludacris, Eve, Jay-Z, and Ginuwine.",89,8.6,https://static.metacritic.com/images/products/music/8/22fd5af248a235709497e15175a918ac-98.jpg
Bloodmoon: I,Converge,"November 19, 2021","The debut full-length collaboration between Converge, Chelsea Wolfe, Ben Chisholm, and Steve Brodsky began recording in 2019 but was completed remotely due to the COVID-19 pandemic.",89,7.3,https://static.metacritic.com/images/products/music/6/6663ee5ba9800288d2239bdb837ee27e-98.jpg
RTJ4,Run the Jewels,"June 3, 2020","Released a few days early (for free on their website), the fourth full-length studio album for the rap duo features guest appearances from 2 Chainz, Zack de la Rocha, DJ Premier, Josh Homme, Greg Nice, Mavis Staples, and Pharrell Williams.",89,8.7,https://static.metacritic.com/images/products/music/1/05bb6633694b165a1ec512ac5f4f9ccf-98.jpg
Sawayama,Rina Sawayama,"April 17, 2020","The debut full-length studio release for the Japanese-British pop artist features production from Clarence Clarity, Nate Company, Bram Inscore, and Nicole Morier.",89,9.0,https://static.metacritic.com/images/products/music/5/03fa2f48e7537482619037aa9936c1e8-98.jpg
I Love You Jennifer B,Jockstrap,"September 9, 2022",The debut full-length release for London-based duo Jockstrap was created over three years.,89,8.0,https://static.metacritic.com/images/products/music/2/bd147b17433a8c519e33c94c9077cf83-98.jpg
Black Origami,Jlin,"May 19, 2017","The second full-length release for the electronic producer features contributions from William Basinski, Dope Saint Jude, Fawkes, and Holly Herndon.",89,7.1,https://static.metacritic.com/images/products/music/7/280ad452d476c44f43914c88ba8664c0-98.jpg
Florist,Florist,"July 29, 2022",The fourth full-length release for indie folk band Florist was created while staying in a rented Hudson Valley house in June 2019.,89,8.4,https://static.metacritic.com/images/products/music/9/61583b14d8a6cbef8c4db4f4e85c02b6-98.jpg
Heart Under,Just Mustard,"May 27, 2022",The second full-length release for the Irish rock quintet Just Mustard was self-produced and mixed by Audiobooks' David Wrench.,89,7.9,https://static.metacritic.com/images/products/music/1/728d5ff9a28c2f5689090c18703ff019-98.jpg
"Bachelor No. 2 (or, the last remains of the dodo)",Aimee Mann,"May 2, 2000","The third solo release from the former 'Til Tuesday leader finally made it to record stores in May 2000, after a long journey that saw Interscope refuse to release the album and Mann issue it on her own SuperEgo label (after selling it through mail order and at her live performances). All's well that ends well, though, as Mann gained widespread acclaim for her soundtrack to P.T. Anderson's film ""Magnolia"" and even better reviews for this album, which contains four of the tracks from the soundtrack as well as nine additional songs.",89,7.9,https://static.metacritic.com/images/products/music/8/656d80ae46b3c6a353ceb12f743be020-98.jpg
All Mirrors,Angel Olsen,"October 4, 2019","The fourth full-length studio release from the North Carolina-based indie folk singer-songwriter features arrangements and production by Ben Babbitt, Jherek Bischoff, and John Congelton.",89,7.8,https://static.metacritic.com/images/products/music/6/4883add075b39356eb67ff54696e5c05-98.jpg
Natural Brown Prom Queen,Sudan Archives,"September 9, 2022","Race, womanhood and relationships are some of themes on the second full-length release for Los Angeles-based violinist/singer Sudan Archives.",89,8.0,https://static.metacritic.com/images/products/music/7/1b0969eb059ab4547b27980cd286ec8d-98.jpg
Feeding the Machine,Binker & Moses,"February 25, 2022",The latest full-length release for British free jazz duo Binker & Moses was recorded by producer Hugh Padgham.,89,7.8,https://static.metacritic.com/images/products/music/9/3fd8fbe5a7d2d53d16925db2eab86f42-98.jpg
For Those I Love,For Those I Love,"March 26, 2021",This is the debut full-length release for the solo project of Dublin-based producer David Balfe.,89,7.6,https://static.metacritic.com/images/products/music/9/f8e88de34c5bc4089842b35d9db83ac9-98.jpg
Shortly After Takeoff,BC Camplight,"April 24, 2020","The final release for Brian Christinzio's ""Manchester Trilogy"" features contributions from Adam Dawson and Francesca Pidgeon.",89,8.1,https://static.metacritic.com/images/products/music/4/796eaf8c9dc7169f2a1094562ebac2ba-98.jpg
Safe In The Hands Of Love,Yves Tumor,"September 5, 2018",The surprise release from the experimental artist from Tennessee features a guest appearance from James K.,89,8.0,https://static.metacritic.com/images/products/music/0/432c30a4556ae378f332d06828f8bc78-98.jpg
The Fade in Time,Sam Lee,"March 16, 2015",The second full-length release for the Mercury-nominated singer-songwriter was produced by Arthur Jeffes and Jamie Orchard-Lisle.,89,5.6,https://static.metacritic.com/images/products/music/8/70b412f063748dcafd3ee59dfffe4f7c-98.jpg
Hand.Cannot.Erase.,Steven Wilson,"March 3, 2015",The fourth solo release for the British artist was inspired by a news article about the discovery of a young woman's dead body in her apartment three years after her death.,89,8.8,https://static.metacritic.com/images/products/music/0/34dd55c232bd9e7f5bfd608ae3a02ff3-98.jpg
Coloring Book [Mixtape],Chance the Rapper,"May 13, 2016","The third mixtape from the Chicago rapper (an Apple Music exclusive for two weeks) features gospel elements as well as guest appearances from such artists as 2 Chainz, Justin Bieber, Francis and the Lights, Future, Jay Electronica, Lil Wayne, Kanye West, and Young Thug.",89,8.2,https://static.metacritic.com/images/products/music/0/7902ec6adb06f82187cfed5dfefd8cc9-98.jpg
Big Fish Theory,Vince Staples,"June 23, 2017","The second full-length studio release for the rapper features contributions from such artists as A$AP Rocky, Damon Albarn, Kilo Kish, Juicy J, Ty Dolla Signn, and Bon Iver’s Justin Vernon.",89,8.3,https://static.metacritic.com/images/products/music/7/7da61845e4ff650554946b30405f26e5-98.jpg
Ignorance,The Weather Station,"February 5, 2021","The fifth full-length studio release Tamara Lindeman project was co-produced with Marcus Paquin, who also mixed the record. ",89,8.2,https://static.metacritic.com/images/products/music/3/82149fc8554216c3f6aaa5735dfeb231-98.jpg
The  Order of Time,Valerie June,"March 10, 2017",The fifth full-length release for the Brooklyn-based singer-songwriter features guest vocals from Norah Jones. ,89,7.9,https://static.metacritic.com/images/products/music/7/9ad66c5158947ea0f87ea3a0ee7123db-98.jpg
Fed,Plush,"August 25, 2008","Originally released in Japan, the sophomore album for Liam Hayes as Plush is finally released wide.",89,7.5,https://static.metacritic.com/images/products/music/8/a93dd7f6b6bd1490bda930639c8baa78-98.jpg
Golden Hour,Kacey Musgraves,"March 30, 2018",The seventh full-length release for the country singer-songwriter was co-produced with Daniel Tashian and Ian Fitchuk.,89,8.7,https://static.metacritic.com/images/products/music/8/56bc63c3ae4603064901833bf261c47f-98.jpg
Chris,Christine and the Queens,"September 21, 2018",The second full-length release for the French pop artist features a guest appearance from Dâm-Funk.,89,7.9,https://static.metacritic.com/images/products/music/3/ca8ad901a85e0d2d5cb238935c982f77-98.jpg
A Seat at the Table,Solange,"September 30, 2016","The third full-length studio release for the R&B singer features guest appearances from Nia Andrews, BJ The Chicago Kid, The Dream, Kelela, Lil Wayne, Q-Tip, Kelly Rowland, Sampha and",89,8.5,https://static.metacritic.com/images/products/music/9/7ddc815c3ec1d21f44fd725ce7c677cc-98.jpg
Last Exit,Junior Boys,"September 21, 2004",This is the first full-length release from the hard-to-pin down Canadian synth-pop trio led by Jeremy Greenspan.,89,7.8,https://static.metacritic.com/images/products/music/4/94dd88752aa630274181eefe05090896-98.jpg
Pink Noise,Laura Mvula,"July 2, 2021",The third full-length studio release for the British artist features a guest appearance from Simon Neil.,89,8.4,https://static.metacritic.com/images/products/music/3/f8e1d9269a64d632e37f5c700af7c1d0-98.jpg
When I Get Home,Solange,"March 1, 2019",The fourth full-length album for the R&B singer is a surprise release.,89,7.5,https://static.metacritic.com/images/products/music/6/83e143e7427e570e6211a0b759fe7984-98.jpg
We Are Not Your Kind,Slipknot,"August 9, 2019",The sixth full-length studio release for the metal band was produced by Greg Fidelman. ,89,8.5,https://static.metacritic.com/images/products/music/7/d35e20530db5b39cbbc4fff174cf4547-98.jpg
The Idler Wheel Is Wiser than the Driver of the Screw and Whipping Cords Will Serve You More than Ropes Will Ever Do,Fiona Apple,"June 19, 2012",The singer-songwriter began recording her fourth studio album in secret in 2008 or 2009.,89,8.8,https://static.metacritic.com/images/products/music/3/3714bca76d69d77eb4f950918cf11bc0-98.jpg
Merriweather Post Pavilion,Animal Collective,"January 20, 2009",The ninth album from the rock group was produced by Ben Allen.,89,8.5,https://static.metacritic.com/images/products/music/2/9b1535f4c085c29b6d3267a496f2338d-98.jpg
False Lankum,Lankum,"March 24, 2023","The latest full-length release from Irish experimental folk band False Lankum was produced by John ""Spud"" Murphy.",89,6.7,https://static.metacritic.com/images/products/music/4/2e39c2c680590bff63cae1ef5dd16cbc-98.jpg
Songs For The Deaf,Queens of the Stone Age,"August 27, 2002","Stoner metal is back in the form of the third LP from Queens of the Stone Age, who are supplemented for this release (and supporting tour) by drummer Dave Grohl (Foo Fighters, Nirvana) and former Screaming Trees vocalist Mark Lanegan.",89,8.9,https://static.metacritic.com/images/products/music/3/7caba9bbbbe93fea6df1b61e21c81e17-98.jpg
Bright Green Field,Squid,"May 7, 2021",The debut full-length release for the British post-punk band was produced by Dan Carey and features a guest appearance from Martha Skye Murphy.,89,8.5,https://static.metacritic.com/images/products/music/9/bbaa0bb909d2c9e3b391b6867d65f70d-98.jpg
Wearemonster,Isolée,"June 6, 2005","Frankfurt, Germany IDM artist Rajko Mueller (who records under the name Isolee) drew critical acclaim for this, his second LP and first in five years.",89,8.4,https://static.metacritic.com/images/products/music/6/4d2adcdd4cd2336299f9eb5f2a984050-98.jpg
Ali & Toumani,Ali Farka Toure And Toumani Diabate,"February 23, 2010","Recorded in 2005, this is the second album from Ali Farka Toure and Toumani Diabate, who won a Grammy for their previous effort together. Ali Farka Toure passed away from cancer in 2006.",89,8.5,https://static.metacritic.com/images/products/music/0/e5f5656a3cb79b5fb29dc5c73fb61c35-98.jpg
They're Calling Me Home,Rhiannon Giddens,"April 9, 2021",The second full-length release from Rhiannon Giddens with Francesco Turrisi was recorded over six days in Ireland during the COVID-19 pandemic.,89,6.7,https://static.metacritic.com/images/products/music/0/f7966e03f95a6bb4c871b94dc5131be2-98.jpg
Hell Hath No Fury,Clipse,"November 28, 2006",This long-delayed second album for Virginia brothers Malice and Pusha T was produced in full by The Neptunes.,89,8.4,https://static.metacritic.com/images/products/music/0/b0b14a42553e7e5086c9da4b8875f5d5-98.jpg
The Greatest Story Never Told,Saigon,"February 15, 2011","The long-awaited debut album by the Brooklyn-based rapper is produced by Just Blaze and features guest appearances from Q-Tip, Jay-Z and other notable artists.",89,8.3,https://static.metacritic.com/images/products/music/0/91291630567d1056b7eb402d47408125-98.jpg
Push Barman To Open Old Wounds,Belle and Sebastian,"May 24, 2005",This 2-disc set collects 25 non-LP tracks that previously appeared on the band's early singles and EPs for Jeepster.,89,8.7,https://static.metacritic.com/images/products/music/7/ba11d2bbf2d078e8ee77c1ee2c7f8e9a-98.jpg
Riderless Horse,Nina Nastasia,"July 22, 2022","Produced with Steve Albini and Greg Norman, the seventh full-length release for singer-songwriter Nina Nastasia was influenced by her dysfunctional relationship with manager/partner Kennan Gudjonsson and his suicide in 2020.",89,7.2,https://static.metacritic.com/images/products/music/9/f5ca6732e9898ebe041b603c8271faf7-98.jpg
"Women in Music, Pt. III",HAIM,"June 26, 2020","The third full-length release for the Los Angeles trio of sisters was produced with Rostam Batmanglij, Ariel Rechtshaid and Buddy Ross.",89,8.7,https://static.metacritic.com/images/products/music/7/7d401c499cc8273a39647eef763d19ef-98.jpg
Same Trailer Different Park,Kacey Musgraves,"March 19, 2013","After three self-released albums, the country singer releases her first major label debut produced by Shane McAnally and Luke Laird.",89,8.6,https://static.metacritic.com/images/products/music/9/de003d2ee59a19981ead1c911afa6aa1-98.jpg
We're New Again: A Reimagining by Makaya McCraven,Gil Scott-Heron,"February 7, 2020","The final release of Gil Scott-Heron is reimagined by Makaya McCraven with contributions from Jeff Parker, Junius Paul, Brandee Younger, as well as samples from Agnes Zimondi and the Stephen McCraven Quartet.",89,7.9,https://static.metacritic.com/images/products/music/6/5c7b853930c91548ef958f6882e89daa-98.jpg
folklore,Taylor Swift,"July 24, 2020","The 16-track surprise release from the pop artist features contributions from Jack Antonoff, Bon Iver, William Bowery, and Aaron Dessner of the National.",88,9.0,https://static.metacritic.com/images/products/music/1/3a7ef7abe368a6262b6289e8f343f505-98.jpg
